"RESERVATION_ID","USER_ID","PLACE_ID","CHECK_IN","CHECK_OUT","VISIT_TIME","TICKET_ID","GUEST_COUNT","REQUEST_NOTE","STATUS","PAYMENT_ID","CREATED_AT","UPDATED_AT"
R2026031302103,user05,197,2026-02-05 00:00:00.000,2026-02-06 00:00:00.000,,,2,[NULL],NOSHOW,,2026-02-04 00:00:00.000,2026-03-13 12:44:22.431
R2026031302104,user06,198,2026-02-02 00:00:00.000,2026-02-03 00:00:00.000,,,2,[NULL],COMPLETED,,2026-01-30 00:00:00.000,2026-03-13 12:44:22.431
R2026031302105,user07,199,2026-02-11 00:00:00.000,2026-02-13 00:00:00.000,,,5,[NULL],RESERVED,,2026-02-04 00:00:00.000,2026-03-13 12:44:22.431
R2026031302106,user01,100,2026-03-03 00:00:00.000,2026-03-05 00:00:00.000,,,5,[NULL],COMPLETED,,2026-02-24 00:00:00.000,2026-03-13 12:44:22.431
R2026031302107,user02,101,2026-03-11 00:00:00.000,2026-03-13 00:00:00.000,,,2,[NULL],PENDING,,2026-03-11 00:00:00.000,2026-03-13 12:44:22.431
R2026031302108,user03,102,2026-02-05 00:00:00.000,2026-02-08 00:00:00.000,,,3,[NULL],RESERVED,,2026-02-05 00:00:00.000,2026-03-13 12:44:22.431
R2026031302109,user04,103,2026-03-28 00:00:00.000,2026-03-30 00:00:00.000,,,3,[NULL],NOSHOW,,2026-03-25 00:00:00.000,2026-03-13 12:44:22.431
R2026031302110,user05,104,2026-03-18 00:00:00.000,2026-03-20 00:00:00.000,,,3,[NULL],NOSHOW,,2026-03-11 00:00:00.000,2026-03-13 12:44:22.431
R2026031302111,user06,105,2026-03-07 00:00:00.000,2026-03-10 00:00:00.000,,,5,[NULL],COMPLETED,,2026-03-02 00:00:00.000,2026-03-13 12:44:22.431
R2026031302112,user07,106,2026-03-28 00:00:00.000,2026-03-30 00:00:00.000,,,4,[NULL],CANCELLED,,2026-03-19 00:00:00.000,2026-03-13 12:44:22.431
R2026031302113,user01,107,2026-03-11 00:00:00.000,2026-03-13 00:00:00.000,,,4,[NULL],COMPLETED,,2026-03-07 00:00:00.000,2026-03-13 12:44:22.431
R2026031302114,user02,108,2026-01-28 00:00:00.000,2026-01-29 00:00:00.000,,,4,[NULL],PENDING,,2026-01-24 00:00:00.000,2026-03-13 12:44:22.431
R2026031302115,user03,109,2026-02-19 00:00:00.000,2026-02-21 00:00:00.000,,,3,[NULL],CANCELLED,,2026-02-09 00:00:00.000,2026-03-13 12:44:22.431
R2026031302116,user04,110,2026-02-13 00:00:00.000,2026-02-16 00:00:00.000,,,2,[NULL],RESERVED,,2026-02-12 00:00:00.000,2026-03-13 12:44:22.431
R2026031302117,user05,111,2026-02-25 00:00:00.000,2026-02-27 00:00:00.000,,,5,[NULL],PENDING,,2026-02-17 00:00:00.000,2026-03-13 12:44:22.431
R2026031302118,user06,112,2026-02-12 00:00:00.000,2026-02-15 00:00:00.000,,,2,[NULL],CANCELLED,,2026-02-11 00:00:00.000,2026-03-13 12:44:22.431
R2026031302119,user07,113,2026-02-25 00:00:00.000,2026-02-28 00:00:00.000,,,3,[NULL],CANCELLED,,2026-02-22 00:00:00.000,2026-03-13 12:44:22.431
R2026031302120,user01,114,2026-02-26 00:00:00.000,2026-03-01 00:00:00.000,,,3,[NULL],RESERVED,,2026-02-19 00:00:00.000,2026-03-13 12:44:22.431
R2026031302121,user02,115,2026-02-24 00:00:00.000,2026-02-26 00:00:00.000,,,5,[NULL],PENDING,,2026-02-20 00:00:00.000,2026-03-13 12:44:22.431
R2026031302122,user03,116,2026-03-17 00:00:00.000,2026-03-20 00:00:00.000,,,3,[NULL],NOSHOW,,2026-03-08 00:00:00.000,2026-03-13 12:44:22.431
R2026031302123,user04,117,2026-02-27 00:00:00.000,2026-03-01 00:00:00.000,,,2,[NULL],PENDING,,2026-02-17 00:00:00.000,2026-03-13 12:44:22.431
R2026031302124,user05,118,2026-02-22 00:00:00.000,2026-02-24 00:00:00.000,,,3,[NULL],CANCELLED,,2026-02-22 00:00:00.000,2026-03-13 12:44:22.431
R2026031302125,user06,119,2026-02-27 00:00:00.000,2026-03-02 00:00:00.000,,,4,[NULL],CANCELLED,,2026-02-18 00:00:00.000,2026-03-13 12:44:22.431
R2026031302126,user07,120,2026-02-08 00:00:00.000,2026-02-11 00:00:00.000,,,3,[NULL],RESERVED,,2026-02-08 00:00:00.000,2026-03-13 12:44:22.431
R2026031302127,user01,121,2026-01-31 00:00:00.000,2026-02-02 00:00:00.000,,,3,[NULL],CANCELLED,,2026-01-26 00:00:00.000,2026-03-13 12:44:22.431
R2026031302128,user02,122,2026-03-05 00:00:00.000,2026-03-08 00:00:00.000,,,2,[NULL],NOSHOW,,2026-03-02 00:00:00.000,2026-03-13 12:44:22.431
R2026031302129,user03,123,2026-03-04 00:00:00.000,2026-03-05 00:00:00.000,,,3,[NULL],RESERVED,,2026-02-23 00:00:00.000,2026-03-13 12:44:22.431
R2026031302130,user04,124,2026-03-03 00:00:00.000,2026-03-05 00:00:00.000,,,3,[NULL],NOSHOW,,2026-02-26 00:00:00.000,2026-03-13 12:44:22.431
R2026031302131,user05,125,2026-02-02 00:00:00.000,2026-02-03 00:00:00.000,,,5,[NULL],CANCELLED,,2026-02-02 00:00:00.000,2026-03-13 12:44:22.431
R2026031302132,user06,126,2026-02-15 00:00:00.000,2026-02-17 00:00:00.000,,,2,[NULL],RESERVED,,2026-02-14 00:00:00.000,2026-03-13 12:44:22.431
R2026031302133,user07,127,2026-02-22 00:00:00.000,2026-02-25 00:00:00.000,,,4,[NULL],RESERVED,,2026-02-18 00:00:00.000,2026-03-13 12:44:22.431
R2026031302134,user01,128,2026-02-01 00:00:00.000,2026-02-03 00:00:00.000,,,2,[NULL],PENDING,,2026-01-23 00:00:00.000,2026-03-13 12:44:22.431
R2026031302135,user02,129,2026-02-09 00:00:00.000,2026-02-10 00:00:00.000,,,2,[NULL],RESERVED,,2026-01-31 00:00:00.000,2026-03-13 12:44:22.431
R2026031302136,user03,130,2026-01-27 00:00:00.000,2026-01-30 00:00:00.000,,,5,[NULL],RESERVED,,2026-01-25 00:00:00.000,2026-03-13 12:44:22.431
R2026031302137,user04,131,2026-01-18 00:00:00.000,2026-01-19 00:00:00.000,,,2,[NULL],PENDING,,2026-01-18 00:00:00.000,2026-03-13 12:44:22.431
R2026031301007,user01,101,2026-02-04 00:00:00.000,2026-02-06 00:00:00.000,,,3,[NULL],PENDING,,2026-01-27 00:00:00.000,2026-03-13 12:44:22.431
R2026031301008,user02,102,2026-01-01 00:00:00.000,2026-01-04 00:00:00.000,,,2,[NULL],CANCELLED,,2025-12-27 00:00:00.000,2026-03-13 12:44:22.431
R2026031301009,user03,103,2026-01-30 00:00:00.000,2026-02-01 00:00:00.000,,,2,[NULL],RESERVED,,2026-01-21 00:00:00.000,2026-03-13 12:44:22.431
R2026031301010,user04,104,2026-03-11 00:00:00.000,2026-03-13 00:00:00.000,,,5,[NULL],PENDING,,2026-03-02 00:00:00.000,2026-03-13 12:44:22.431
R2026031301011,user05,105,2026-02-05 00:00:00.000,2026-02-08 00:00:00.000,,,4,[NULL],PENDING,,2026-01-30 00:00:00.000,2026-03-13 12:44:22.431
R2026031301012,user06,106,2026-02-22 00:00:00.000,2026-02-23 00:00:00.000,,,5,[NULL],CANCELLED,,2026-02-13 00:00:00.000,2026-03-13 12:44:22.431
R2026031301013,user07,107,2026-01-24 00:00:00.000,2026-01-25 00:00:00.000,,,3,[NULL],CANCELLED,,2026-01-23 00:00:00.000,2026-03-13 12:44:22.431
R2026031301014,user01,108,2026-02-18 00:00:00.000,2026-02-20 00:00:00.000,,,3,[NULL],CANCELLED,,2026-02-13 00:00:00.000,2026-03-13 12:44:22.431
R2026031301015,user02,109,2026-01-30 00:00:00.000,2026-01-31 00:00:00.000,,,2,[NULL],COMPLETED,,2026-01-30 00:00:00.000,2026-03-13 12:44:22.431
R2026031301016,user03,110,2026-03-12 00:00:00.000,2026-03-13 00:00:00.000,,,4,[NULL],CANCELLED,,2026-03-02 00:00:00.000,2026-03-13 12:44:22.431
R2026031301017,user04,111,2026-01-19 00:00:00.000,2026-01-20 00:00:00.000,,,5,[NULL],CANCELLED,,2026-01-18 00:00:00.000,2026-03-13 12:44:22.431
R2026031301018,user05,112,2026-01-31 00:00:00.000,2026-02-01 00:00:00.000,,,5,[NULL],RESERVED,,2026-01-25 00:00:00.000,2026-03-13 12:44:22.431
R2026031301019,user06,113,2026-02-25 00:00:00.000,2026-02-27 00:00:00.000,,,4,[NULL],RESERVED,,2026-02-23 00:00:00.000,2026-03-13 12:44:22.431
R2026031301020,user07,114,2026-01-30 00:00:00.000,2026-01-31 00:00:00.000,,,5,[NULL],PENDING,,2026-01-30 00:00:00.000,2026-03-13 12:44:22.431
R2026031301021,user01,115,2026-01-04 00:00:00.000,2026-01-05 00:00:00.000,,,4,[NULL],NOSHOW,,2026-01-03 00:00:00.000,2026-03-13 12:44:22.431
R2026031301022,user02,116,2026-02-13 00:00:00.000,2026-02-15 00:00:00.000,,,5,[NULL],NOSHOW,,2026-02-08 00:00:00.000,2026-03-13 12:44:22.431
R2026031301023,user03,117,2026-02-26 00:00:00.000,2026-02-27 00:00:00.000,,,2,[NULL],RESERVED,,2026-02-23 00:00:00.000,2026-03-13 12:44:22.431
R2026031301024,user04,118,2026-02-10 00:00:00.000,2026-02-11 00:00:00.000,,,5,[NULL],PENDING,,2026-02-04 00:00:00.000,2026-03-13 12:44:22.431
R2026031301025,user05,119,2026-04-01 00:00:00.000,2026-04-02 00:00:00.000,,,4,[NULL],PENDING,,2026-03-22 00:00:00.000,2026-03-13 12:44:22.431
R2026031301026,user06,120,2026-03-13 00:00:00.000,2026-03-14 00:00:00.000,,,3,[NULL],CANCELLED,,2026-03-07 00:00:00.000,2026-03-13 12:44:22.431
R2026031301027,user07,121,2026-02-26 00:00:00.000,2026-03-01 00:00:00.000,,,2,[NULL],PENDING,,2026-02-20 00:00:00.000,2026-03-13 12:44:22.431
R2026031301028,user01,122,2026-01-03 00:00:00.000,2026-01-05 00:00:00.000,,,3,[NULL],COMPLETED,,2025-12-24 00:00:00.000,2026-03-13 12:44:22.431
R2026031301029,user02,123,2026-02-24 00:00:00.000,2026-02-25 00:00:00.000,,,4,[NULL],CANCELLED,,2026-02-19 00:00:00.000,2026-03-13 12:44:22.431
R2026031301030,user03,124,2026-01-25 00:00:00.000,2026-01-28 00:00:00.000,,,3,[NULL],PENDING,,2026-01-23 00:00:00.000,2026-03-13 12:44:22.431
R2026031301031,user04,125,2026-02-06 00:00:00.000,2026-02-07 00:00:00.000,,,3,[NULL],NOSHOW,,2026-01-30 00:00:00.000,2026-03-13 12:44:22.431
R2026031301032,user05,126,2026-02-27 00:00:00.000,2026-02-28 00:00:00.000,,,5,[NULL],CANCELLED,,2026-02-17 00:00:00.000,2026-03-13 12:44:22.431
R2026031301033,user06,127,2026-03-10 00:00:00.000,2026-03-12 00:00:00.000,,,5,[NULL],NOSHOW,,2026-03-02 00:00:00.000,2026-03-13 12:44:22.431
R2026031301034,user07,128,2026-01-13 00:00:00.000,2026-01-16 00:00:00.000,,,3,[NULL],COMPLETED,,2026-01-05 00:00:00.000,2026-03-13 12:44:22.431
R2026031301035,user01,129,2026-03-22 00:00:00.000,2026-03-24 00:00:00.000,,,3,[NULL],PENDING,,2026-03-20 00:00:00.000,2026-03-13 12:44:22.431
R2026031301036,user02,130,2026-02-14 00:00:00.000,2026-02-15 00:00:00.000,,,5,[NULL],RESERVED,,2026-02-07 00:00:00.000,2026-03-13 12:44:22.431
R2026031301037,user03,131,2026-03-12 00:00:00.000,2026-03-15 00:00:00.000,,,3,[NULL],NOSHOW,,2026-03-03 00:00:00.000,2026-03-13 12:44:22.431
R2026031301038,user04,132,2026-03-08 00:00:00.000,2026-03-10 00:00:00.000,,,5,[NULL],PENDING,,2026-03-08 00:00:00.000,2026-03-13 12:44:22.431
R2026031301039,user05,133,2026-01-14 00:00:00.000,2026-01-15 00:00:00.000,,,2,[NULL],PENDING,,2026-01-06 00:00:00.000,2026-03-13 12:44:22.431
R2026031301040,user06,134,2026-02-25 00:00:00.000,2026-02-26 00:00:00.000,,,2,[NULL],CANCELLED,,2026-02-18 00:00:00.000,2026-03-13 12:44:22.431
R2026031301041,user07,135,2026-01-19 00:00:00.000,2026-01-21 00:00:00.000,,,5,[NULL],PENDING,,2026-01-14 00:00:00.000,2026-03-13 12:44:22.431
R2026031301042,user01,136,2026-03-20 00:00:00.000,2026-03-22 00:00:00.000,,,4,[NULL],RESERVED,,2026-03-15 00:00:00.000,2026-03-13 12:44:22.431
R2026031301043,user02,137,2026-02-27 00:00:00.000,2026-03-02 00:00:00.000,,,3,[NULL],CANCELLED,,2026-02-19 00:00:00.000,2026-03-13 12:44:22.431
R2026031301044,user03,138,2026-02-18 00:00:00.000,2026-02-21 00:00:00.000,,,4,[NULL],NOSHOW,,2026-02-18 00:00:00.000,2026-03-13 12:44:22.431
R2026031301045,user04,139,2026-02-18 00:00:00.000,2026-02-21 00:00:00.000,,,2,[NULL],PENDING,,2026-02-15 00:00:00.000,2026-03-13 12:44:22.431
R2026031301046,user05,140,2026-01-17 00:00:00.000,2026-01-20 00:00:00.000,,,3,[NULL],NOSHOW,,2026-01-10 00:00:00.000,2026-03-13 12:44:22.431
R2026031301047,user06,141,2026-01-30 00:00:00.000,2026-01-31 00:00:00.000,,,3,[NULL],NOSHOW,,2026-01-24 00:00:00.000,2026-03-13 12:44:22.431
R2026031301048,user07,142,2026-02-03 00:00:00.000,2026-02-06 00:00:00.000,,,3,[NULL],CANCELLED,,2026-01-31 00:00:00.000,2026-03-13 12:44:22.431
R2026031301049,user01,143,2026-02-03 00:00:00.000,2026-02-04 00:00:00.000,,,3,[NULL],CANCELLED,,2026-01-24 00:00:00.000,2026-03-13 12:44:22.431
R2026031301050,user02,144,2026-02-22 00:00:00.000,2026-02-23 00:00:00.000,,,3,[NULL],PENDING,,2026-02-22 00:00:00.000,2026-03-13 12:44:22.431
R2026031301051,user03,145,2026-01-28 00:00:00.000,2026-01-30 00:00:00.000,,,5,[NULL],RESERVED,,2026-01-25 00:00:00.000,2026-03-13 12:44:22.431
R2026031301052,user04,146,2026-03-05 00:00:00.000,2026-03-06 00:00:00.000,,,3,[NULL],COMPLETED,,2026-02-28 00:00:00.000,2026-03-13 12:44:22.431
R2026031301053,user05,147,2026-01-20 00:00:00.000,2026-01-21 00:00:00.000,,,5,[NULL],PENDING,,2026-01-13 00:00:00.000,2026-03-13 12:44:22.431
R2026031301054,user06,148,2026-03-08 00:00:00.000,2026-03-09 00:00:00.000,,,4,[NULL],PENDING,,2026-03-03 00:00:00.000,2026-03-13 12:44:22.431
R2026031301055,user07,149,2026-02-18 00:00:00.000,2026-02-20 00:00:00.000,,,2,[NULL],CANCELLED,,2026-02-13 00:00:00.000,2026-03-13 12:44:22.431
R2026031301056,user01,150,2026-01-15 00:00:00.000,2026-01-17 00:00:00.000,,,2,[NULL],NOSHOW,,2026-01-11 00:00:00.000,2026-03-13 12:44:22.431
R2026031301057,user02,151,2026-01-07 00:00:00.000,2026-01-10 00:00:00.000,,,5,[NULL],COMPLETED,,2026-01-02 00:00:00.000,2026-03-13 12:44:22.431
R2026031301058,user03,152,2026-03-22 00:00:00.000,2026-03-24 00:00:00.000,,,5,[NULL],PENDING,,2026-03-19 00:00:00.000,2026-03-13 12:44:22.431
R2026031301059,user04,153,2026-02-14 00:00:00.000,2026-02-17 00:00:00.000,,,5,[NULL],CANCELLED,,2026-02-05 00:00:00.000,2026-03-13 12:44:22.431
R2026031301060,user05,154,2026-01-27 00:00:00.000,2026-01-30 00:00:00.000,,,5,[NULL],COMPLETED,,2026-01-25 00:00:00.000,2026-03-13 12:44:22.431
R2026031301061,user06,155,2026-02-16 00:00:00.000,2026-02-18 00:00:00.000,,,4,[NULL],CANCELLED,,2026-02-08 00:00:00.000,2026-03-13 12:44:22.431
R2026031301062,user07,156,2026-03-08 00:00:00.000,2026-03-11 00:00:00.000,,,5,[NULL],CANCELLED,,2026-02-26 00:00:00.000,2026-03-13 12:44:22.431
R2026031301063,user01,157,2026-02-01 00:00:00.000,2026-02-04 00:00:00.000,,,4,[NULL],CANCELLED,,2026-01-25 00:00:00.000,2026-03-13 12:44:22.431
R2026031301064,user02,158,2026-02-23 00:00:00.000,2026-02-24 00:00:00.000,,,4,[NULL],COMPLETED,,2026-02-21 00:00:00.000,2026-03-13 12:44:22.431
R2026031301065,user03,159,2026-03-01 00:00:00.000,2026-03-02 00:00:00.000,,,2,[NULL],COMPLETED,,2026-02-28 00:00:00.000,2026-03-13 12:44:22.431
R2026031301066,user04,160,2026-02-13 00:00:00.000,2026-02-14 00:00:00.000,,,2,[NULL],RESERVED,,2026-02-04 00:00:00.000,2026-03-13 12:44:22.431
R2026031301067,user05,161,2026-02-12 00:00:00.000,2026-02-13 00:00:00.000,,,2,[NULL],COMPLETED,,2026-02-09 00:00:00.000,2026-03-13 12:44:22.431
R2026031301068,user06,162,2026-03-05 00:00:00.000,2026-03-08 00:00:00.000,,,4,[NULL],COMPLETED,,2026-02-24 00:00:00.000,2026-03-13 12:44:22.431
R2026031301069,user07,163,2026-01-19 00:00:00.000,2026-01-22 00:00:00.000,,,4,[NULL],COMPLETED,,2026-01-15 00:00:00.000,2026-03-13 12:44:22.431
R2026031301070,user01,164,2026-02-25 00:00:00.000,2026-02-27 00:00:00.000,,,5,[NULL],PENDING,,2026-02-25 00:00:00.000,2026-03-13 12:44:22.431
R2026031301071,user02,165,2026-03-04 00:00:00.000,2026-03-06 00:00:00.000,,,2,[NULL],PENDING,,2026-02-22 00:00:00.000,2026-03-13 12:44:22.431
R2026031301072,user03,166,2026-02-27 00:00:00.000,2026-03-01 00:00:00.000,,,5,[NULL],CANCELLED,,2026-02-19 00:00:00.000,2026-03-13 12:44:22.431
R2026031301073,user04,167,2026-01-15 00:00:00.000,2026-01-17 00:00:00.000,,,5,[NULL],NOSHOW,,2026-01-09 00:00:00.000,2026-03-13 12:44:22.431
R2026031301074,user05,168,2026-02-01 00:00:00.000,2026-02-03 00:00:00.000,,,3,[NULL],NOSHOW,,2026-01-30 00:00:00.000,2026-03-13 12:44:22.431
