place_id,place_type,name,address,view_count,latitude,longitude,image_url,created_at
36,REST,맛있는 키친,서울특별시 종로구 70번길,440,36.5,127.5,http://dummyimage.com/236x100.png/5fa2dd/ffffff,2026-01-23
37,REST,즐거운 키친,부산광역시 진구 91번길,37,36.5,127.5,http://dummyimage.com/238x100.png/dddddd/000000,2025-12-22
38,REST,즐거운 맛집,부산광역시 수영구 76번길,29,36.5,127.5,http://dummyimage.com/122x100.png/dddddd/000000,2025-07-15
39,REST,맛있는 키친,제주도 서귀포시 45번길,139,33.48764,126.440659,http://dummyimage.com/110x100.png/5fa2dd/ffffff,2025-04-08
40,REST,바다 맛집,제주도 애월읍 108번길,191,33.402056,126.335172,http://dummyimage.com/127x100.png/dddddd/000000,2025-06-11
41,REST,노을 테이블,제주도 애월읍 63번길,91,33.290777,126.89998,http://dummyimage.com/179x100.png/5fa2dd/ffffff,2025-05-25
42,ACC,편안한 호텔,서울특별시 마포구 79번길,272,36.5,127.5,http://dummyimage.com/240x100.png/cc0000/ffffff,2025-03-02
43,REST,바다 포차,부산광역시 수영구 85번길,152,36.5,127.5,http://dummyimage.com/153x100.png/ff4444/ffffff,2025-07-09
44,REST,즐거운 키친,서울특별시 종로구 116번길,361,36.5,127.5,http://dummyimage.com/173x100.png/ff4444/ffffff,2025-11-20
45,ACC,상쾌한 민박,서울특별시 종로구 79번길,393,36.5,127.5,http://dummyimage.com/179x100.png/ff4444/ffffff,2025-03-07
46,REST,맛있는 맛집,부산광역시 수영구 67번길,191,36.5,127.5,http://dummyimage.com/236x100.png/cc0000/ffffff,2025-02-17
47,ACC,노을 호텔,서울특별시 강남구 101번길,184,36.5,127.5,http://dummyimage.com/233x100.png/dddddd/000000,2025-05-04
48,REST,즐거운 키친,서울특별시 강남구 72번길,208,36.5,127.5,http://dummyimage.com/180x100.png/cc0000/ffffff,2025-04-20
49,REST,즐거운 포차,제주도 서귀포시 111번길,231,33.401107,126.456591,http://dummyimage.com/161x100.png/cc0000/ffffff,2025-09-10
50,ACC,아늑한 호텔,부산광역시 수영구 9번길,131,36.5,127.5,http://dummyimage.com/156x100.png/5fa2dd/ffffff,2025-02-16
51,REST,맛있는 식탁,서울특별시 종로구 4번길,195,36.5,127.5,http://dummyimage.com/243x100.png/cc0000/ffffff,2025-04-14
52,REST,푸른 맛집,제주도 제주시 87번길,340,33.473773,126.444252,http://dummyimage.com/123x100.png/cc0000/ffffff,2025-03-15
53,ACC,고즈넉한 펜션,강원도 강릉시 주문진 109번길,407,36.5,127.5,http://dummyimage.com/235x100.png/ff4444/ffffff,2026-02-20
54,REST,푸른 포차,서울특별시 마포구 138번길,491,36.5,127.5,http://dummyimage.com/232x100.png/dddddd/000000,2025-12-29
55,REST,즐거운 테이블,부산광역시 수영구 128번길,140,36.5,127.5,http://dummyimage.com/109x100.png/ff4444/ffffff,2026-02-23
56,ACC,상쾌한 리조트,서울특별시 종로구 144번길,403,36.5,127.5,http://dummyimage.com/123x100.png/cc0000/ffffff,2025-12-19
57,REST,숨겨진 식탁,부산광역시 진구 67번길,82,36.5,127.5,http://dummyimage.com/207x100.png/dddddd/000000,2025-02-16
58,REST,푸른 포차,제주도 애월읍 130번길,122,33.385211,126.498335,http://dummyimage.com/238x100.png/cc0000/ffffff,2025-06-04
59,FEST,즐거운 축제,부산광역시 진구 18번길,390,36.5,127.5,http://dummyimage.com/188x100.png/dddddd/000000,2026-01-18
60,REST,즐거운 포차,서울특별시 마포구 84번길,441,36.5,127.5,http://dummyimage.com/147x100.png/ff4444/ffffff,2025-07-12
61,REST,노을 식당,제주도 서귀포시 41번길,372,33.426229,126.376676,http://dummyimage.com/238x100.png/5fa2dd/ffffff,2025-06-15
62,REST,즐거운 식당,부산광역시 해운대구 64번길,485,36.5,127.5,http://dummyimage.com/214x100.png/dddddd/000000,2025-09-30
63,FEST,활기찬 대잔치,강원도 강릉시 포남동 89번길,224,36.5,127.5,http://dummyimage.com/156x100.png/5fa2dd/ffffff,2025-08-26
64,ACC,아늑한 민박,서울특별시 강남구 71번길,343,36.5,127.5,http://dummyimage.com/229x100.png/ff4444/ffffff,2025-06-14
65,REST,푸른 맛집,제주도 애월읍 75번길,148,33.297625,126.338765,http://dummyimage.com/238x100.png/dddddd/000000,2025-11-12
66,REST,맛있는 포차,강원도 강릉시 교동 72번길,417,36.5,127.5,http://dummyimage.com/116x100.png/5fa2dd/ffffff,2025-04-01
67,ACC,아늑한 펜션,강원도 강릉시 주문진 99번길,296,36.5,127.5,http://dummyimage.com/155x100.png/ff4444/ffffff,2026-02-11
68,ACC,상쾌한 스테이,강원도 강릉시 주문진 82번길,454,36.5,127.5,http://dummyimage.com/222x100.png/5fa2dd/ffffff,2026-01-15
69,REST,바다 키친,서울특별시 강남구 67번길,18,36.5,127.5,http://dummyimage.com/238x100.png/ff4444/ffffff,2025-03-14
70,REST,푸른 포차,서울특별시 강남구 62번길,49,36.5,127.5,http://dummyimage.com/221x100.png/dddddd/000000,2025-04-17
71,REST,바다 포차,부산광역시 수영구 54번길,12,36.5,127.5,http://dummyimage.com/222x100.png/dddddd/000000,2026-01-21
72,REST,푸른 테이블,서울특별시 마포구 58번길,381,36.5,127.5,http://dummyimage.com/185x100.png/ff4444/ffffff,2025-12-18
73,REST,맛있는 키친,서울특별시 종로구 79번길,407,36.5,127.5,http://dummyimage.com/160x100.png/ff4444/ffffff,2025-09-18
74,REST,즐거운 식당,부산광역시 진구 19번길,381,36.5,127.5,http://dummyimage.com/203x100.png/cc0000/ffffff,2025-09-27
75,REST,숨겨진 포차,제주도 제주시 120번길,344,33.435772,126.856663,http://dummyimage.com/247x100.png/ff4444/ffffff,2025-10-02
76,ACC,상쾌한 펜션,제주도 서귀포시 97번길,225,33.413978,126.813461,http://dummyimage.com/142x100.png/dddddd/000000,2025-07-10
77,REST,숨겨진 식탁,제주도 애월읍 144번길,320,33.323587,126.478344,http://dummyimage.com/201x100.png/cc0000/ffffff,2025-06-13
78,FEST,활기찬 마당,부산광역시 해운대구 98번길,68,36.5,127.5,http://dummyimage.com/118x100.png/dddddd/000000,2025-11-29
79,FEST,함께하는 문화제,강원도 강릉시 주문진 114번길,489,36.5,127.5,http://dummyimage.com/222x100.png/ff4444/ffffff,2025-08-21
80,ACC,아늑한 호텔,강원도 강릉시 포남동 135번길,476,36.5,127.5,http://dummyimage.com/200x100.png/cc0000/ffffff,2026-01-23
81,ACC,상쾌한 리조트,부산광역시 해운대구 93번길,59,36.5,127.5,http://dummyimage.com/232x100.png/5fa2dd/ffffff,2025-03-13
82,REST,숨겨진 테이블,서울특별시 종로구 14번길,182,36.5,127.5,http://dummyimage.com/223x100.png/5fa2dd/ffffff,2025-11-26
83,REST,맛있는 포차,서울특별시 마포구 147번길,492,36.5,127.5,http://dummyimage.com/105x100.png/cc0000/ffffff,2025-08-19
84,ACC,노을 리조트,서울특별시 종로구 3번길,367,36.5,127.5,http://dummyimage.com/249x100.png/cc0000/ffffff,2025-09-22
85,REST,숨겨진 테이블,서울특별시 종로구 9번길,412,36.5,127.5,http://dummyimage.com/196x100.png/ff4444/ffffff,2025-08-31
86,REST,즐거운 키친,서울특별시 강남구 93번길,274,36.5,127.5,http://dummyimage.com/163x100.png/dddddd/000000,2025-02-14
87,REST,노을 키친,서울특별시 종로구 113번길,29,36.5,127.5,http://dummyimage.com/112x100.png/cc0000/ffffff,2026-01-24
88,REST,숨겨진 맛집,부산광역시 수영구 58번길,479,36.5,127.5,http://dummyimage.com/135x100.png/5fa2dd/ffffff,2026-01-06
89,ACC,바다 펜션,서울특별시 종로구 59번길,395,36.5,127.5,http://dummyimage.com/213x100.png/5fa2dd/ffffff,2026-02-04
90,REST,맛있는 테이블,서울특별시 강남구 19번길,475,36.5,127.5,http://dummyimage.com/113x100.png/ff4444/ffffff,2025-09-20
91,REST,노을 포차,제주도 제주시 63번길,307,33.458779,126.522555,http://dummyimage.com/237x100.png/5fa2dd/ffffff,2025-03-12
92,FEST,신나는 페스티벌,부산광역시 진구 144번길,194,36.5,127.5,http://dummyimage.com/170x100.png/dddddd/000000,2025-03-09
93,ACC,아늑한 호텔,부산광역시 진구 90번길,144,36.5,127.5,http://dummyimage.com/191x100.png/dddddd/000000,2025-04-15
94,REST,푸른 식탁,부산광역시 수영구 96번길,423,36.5,127.5,http://dummyimage.com/248x100.png/cc0000/ffffff,2025-06-04
95,ACC,편안한 리조트,부산광역시 해운대구 130번길,180,36.5,127.5,http://dummyimage.com/128x100.png/dddddd/000000,2026-02-10
96,REST,푸른 맛집,서울특별시 마포구 27번길,58,36.5,127.5,http://dummyimage.com/158x100.png/dddddd/000000,2025-07-13
97,ACC,고즈넉한 민박,부산광역시 수영구 6번길,86,36.5,127.5,http://dummyimage.com/183x100.png/cc0000/ffffff,2025-09-27
98,REST,푸른 포차,서울특별시 강남구 113번길,56,36.5,127.5,http://dummyimage.com/149x100.png/ff4444/ffffff,2025-11-13
99,REST,즐거운 테이블,제주도 애월읍 3번길,188,33.22331,126.581045,http://dummyimage.com/169x100.png/dddddd/000000,2026-01-04
100,REST,즐거운 식탁,서울특별시 마포구 102번길,333,36.5,127.5,http://dummyimage.com/168x100.png/dddddd/000000,2025-09-10
101,FEST,함께하는 축제,부산광역시 해운대구 67번길,368,36.5,127.5,http://dummyimage.com/117x100.png/5fa2dd/ffffff,2025-06-24
102,FEST,활기찬 문화제,서울특별시 강남구 47번길,432,36.5,127.5,http://dummyimage.com/248x100.png/cc0000/ffffff,2025-11-08
103,ACC,노을 호텔,서울특별시 마포구 35번길,223,36.5,127.5,http://dummyimage.com/227x100.png/cc0000/ffffff,2025-02-11
104,REST,바다 식탁,서울특별시 강남구 110번길,210,36.5,127.5,http://dummyimage.com/246x100.png/5fa2dd/ffffff,2026-02-14
105,REST,즐거운 키친,강원도 강릉시 포남동 2번길,275,36.5,127.5,http://dummyimage.com/130x100.png/cc0000/ffffff,2025-05-31
106,REST,바다 키친,서울특별시 마포구 23번길,187,36.5,127.5,http://dummyimage.com/187x100.png/ff4444/ffffff,2025-06-19
107,REST,노을 맛집,서울특별시 강남구 72번길,458,36.5,127.5,http://dummyimage.com/119x100.png/ff4444/ffffff,2025-04-13
108,REST,푸른 식당,부산광역시 진구 115번길,393,36.5,127.5,http://dummyimage.com/119x100.png/5fa2dd/ffffff,2025-05-15
109,REST,노을 식당,서울특별시 마포구 69번길,205,36.5,127.5,http://dummyimage.com/194x100.png/dddddd/000000,2025-06-30
110,REST,바다 식당,서울특별시 강남구 3번길,7,36.5,127.5,http://dummyimage.com/171x100.png/ff4444/ffffff,2025-12-14
111,REST,푸른 맛집,서울특별시 마포구 61번길,145,36.5,127.5,http://dummyimage.com/172x100.png/ff4444/ffffff,2025-05-30
112,REST,바다 키친,서울특별시 강남구 10번길,82,36.5,127.5,http://dummyimage.com/222x100.png/ff4444/ffffff,2025-09-03
113,REST,노을 포차,부산광역시 수영구 26번길,384,36.5,127.5,http://dummyimage.com/178x100.png/dddddd/000000,2025-09-28
114,REST,즐거운 키친,부산광역시 해운대구 66번길,207,36.5,127.5,http://dummyimage.com/209x100.png/5fa2dd/ffffff,2025-06-10
115,REST,숨겨진 포차,부산광역시 진구 39번길,242,36.5,127.5,http://dummyimage.com/189x100.png/cc0000/ffffff,2025-12-30
116,FEST,신나는 문화제,서울특별시 종로구 117번길,186,36.5,127.5,http://dummyimage.com/210x100.png/ff4444/ffffff,2025-05-13
117,REST,맛있는 키친,서울특별시 마포구 132번길,32,36.5,127.5,http://dummyimage.com/211x100.png/dddddd/000000,2025-11-30
118,REST,맛있는 포차,서울특별시 강남구 102번길,324,36.5,127.5,http://dummyimage.com/135x100.png/cc0000/ffffff,2025-11-09
119,REST,숨겨진 테이블,서울특별시 강남구 138번길,156,36.5,127.5,http://dummyimage.com/130x100.png/5fa2dd/ffffff,2025-03-15
120,REST,바다 식당,제주도 서귀포시 67번길,54,33.302423,126.895498,http://dummyimage.com/167x100.png/5fa2dd/ffffff,2025-07-01
121,REST,푸른 식탁,제주도 제주시 31번길,462,33.491876,126.624214,http://dummyimage.com/159x100.png/cc0000/ffffff,2025-12-07
122,REST,맛있는 포차,서울특별시 종로구 67번길,50,36.5,127.5,http://dummyimage.com/112x100.png/cc0000/ffffff,2025-03-15
123,REST,숨겨진 식당,강원도 강릉시 포남동 16번길,229,36.5,127.5,http://dummyimage.com/225x100.png/5fa2dd/ffffff,2025-10-01
124,REST,노을 식탁,제주도 애월읍 39번길,31,33.314237,126.317747,http://dummyimage.com/162x100.png/ff4444/ffffff,2025-09-11
125,ACC,상쾌한 호텔,부산광역시 진구 125번길,496,36.5,127.5,http://dummyimage.com/205x100.png/dddddd/000000,2025-08-31
126,REST,노을 맛집,서울특별시 마포구 37번길,181,36.5,127.5,http://dummyimage.com/238x100.png/ff4444/ffffff,2025-07-29
127,REST,맛있는 맛집,제주도 서귀포시 10번길,81,33.296393,126.56687,http://dummyimage.com/101x100.png/5fa2dd/ffffff,2025-08-29
128,REST,숨겨진 식탁,제주도 애월읍 88번길,139,33.47644,126.710891,http://dummyimage.com/221x100.png/ff4444/ffffff,2025-05-05
129,FEST,화려한 대잔치,서울특별시 종로구 58번길,191,36.5,127.5,http://dummyimage.com/213x100.png/ff4444/ffffff,2025-05-27
130,REST,바다 테이블,서울특별시 강남구 16번길,437,36.5,127.5,http://dummyimage.com/142x100.png/cc0000/ffffff,2025-12-06
131,REST,노을 포차,제주도 애월읍 52번길,230,33.239155,126.301493,http://dummyimage.com/156x100.png/dddddd/000000,2026-01-13
132,REST,바다 테이블,제주도 제주시 49번길,373,33.346719,126.608298,http://dummyimage.com/109x100.png/ff4444/ffffff,2026-01-10
133,ACC,노을 스테이,서울특별시 마포구 2번길,5,36.5,127.5,http://dummyimage.com/211x100.png/cc0000/ffffff,2025-09-11
134,REST,노을 테이블,부산광역시 해운대구 36번길,251,36.5,127.5,http://dummyimage.com/231x100.png/5fa2dd/ffffff,2025-07-18
135,REST,푸른 식당,서울특별시 강남구 87번길,248,36.5,127.5,http://dummyimage.com/199x100.png/ff4444/ffffff,2025-09-23
136,REST,노을 테이블,서울특별시 종로구 90번길,343,36.5,127.5,http://dummyimage.com/209x100.png/ff4444/ffffff,2026-01-18
137,REST,바다 맛집,서울특별시 종로구 72번길,500,36.5,127.5,http://dummyimage.com/171x100.png/cc0000/ffffff,2025-04-05
138,REST,숨겨진 키친,서울특별시 종로구 71번길,415,36.5,127.5,http://dummyimage.com/114x100.png/ff4444/ffffff,2025-09-17
139,REST,즐거운 포차,서울특별시 강남구 29번길,222,36.5,127.5,http://dummyimage.com/247x100.png/5fa2dd/ffffff,2025-02-03
140,ACC,바다 스테이,제주도 서귀포시 129번길,150,33.379996,126.644662,http://dummyimage.com/207x100.png/ff4444/ffffff,2025-10-22
141,FEST,활기찬 페스티벌,서울특별시 마포구 140번길,164,36.5,127.5,http://dummyimage.com/227x100.png/cc0000/ffffff,2026-02-15
142,REST,바다 키친,서울특별시 종로구 38번길,300,36.5,127.5,http://dummyimage.com/200x100.png/dddddd/000000,2025-03-07
143,ACC,바다 펜션,서울특별시 마포구 61번길,290,36.5,127.5,http://dummyimage.com/141x100.png/cc0000/ffffff,2025-04-27
144,REST,노을 테이블,부산광역시 해운대구 52번길,468,36.5,127.5,http://dummyimage.com/172x100.png/ff4444/ffffff,2025-11-15
145,REST,즐거운 포차,서울특별시 마포구 119번길,10,36.5,127.5,http://dummyimage.com/199x100.png/ff4444/ffffff,2025-10-05
146,FEST,즐거운 대잔치,서울특별시 마포구 54번길,383,36.5,127.5,http://dummyimage.com/123x100.png/5fa2dd/ffffff,2025-02-18
147,REST,노을 포차,강원도 강릉시 교동 120번길,130,36.5,127.5,http://dummyimage.com/135x100.png/5fa2dd/ffffff,2025-03-04
148,REST,노을 테이블,서울특별시 마포구 22번길,355,36.5,127.5,http://dummyimage.com/172x100.png/cc0000/ffffff,2025-08-21
149,ACC,상쾌한 민박,부산광역시 해운대구 89번길,443,36.5,127.5,http://dummyimage.com/230x100.png/ff4444/ffffff,2026-01-18
150,REST,바다 키친,강원도 강릉시 주문진 85번길,456,36.5,127.5,http://dummyimage.com/187x100.png/cc0000/ffffff,2025-03-12
151,ACC,노을 펜션,서울특별시 강남구 133번길,325,36.5,127.5,http://dummyimage.com/168x100.png/cc0000/ffffff,2025-07-17
152,ACC,고즈넉한 민박,부산광역시 진구 132번길,366,36.5,127.5,http://dummyimage.com/163x100.png/cc0000/ffffff,2025-07-10
153,REST,숨겨진 식탁,제주도 서귀포시 85번길,356,33.380915,126.822511,http://dummyimage.com/105x100.png/dddddd/000000,2025-09-30
154,ACC,아늑한 리조트,서울특별시 강남구 142번길,227,36.5,127.5,http://dummyimage.com/149x100.png/cc0000/ffffff,2025-04-30
155,REST,푸른 식탁,부산광역시 수영구 138번길,103,36.5,127.5,http://dummyimage.com/241x100.png/cc0000/ffffff,2025-06-25
156,FEST,함께하는 마당,서울특별시 강남구 2번길,447,36.5,127.5,http://dummyimage.com/156x100.png/cc0000/ffffff,2026-01-20
157,REST,즐거운 포차,부산광역시 진구 137번길,489,36.5,127.5,http://dummyimage.com/171x100.png/cc0000/ffffff,2026-01-15
158,REST,바다 포차,강원도 강릉시 교동 85번길,25,36.5,127.5,http://dummyimage.com/232x100.png/ff4444/ffffff,2025-02-12
159,ACC,아늑한 스테이,부산광역시 진구 55번길,451,36.5,127.5,http://dummyimage.com/212x100.png/5fa2dd/ffffff,2025-12-23
160,REST,노을 맛집,서울특별시 종로구 119번길,222,36.5,127.5,http://dummyimage.com/121x100.png/dddddd/000000,2025-06-21
161,ACC,노을 리조트,강원도 강릉시 교동 3번길,444,36.5,127.5,http://dummyimage.com/164x100.png/5fa2dd/ffffff,2025-08-25
162,ACC,아늑한 스테이,부산광역시 수영구 54번길,22,36.5,127.5,http://dummyimage.com/238x100.png/5fa2dd/ffffff,2025-03-06
163,REST,맛있는 식탁,부산광역시 해운대구 82번길,314,36.5,127.5,http://dummyimage.com/188x100.png/5fa2dd/ffffff,2025-06-03
164,REST,푸른 포차,부산광역시 해운대구 117번길,358,36.5,127.5,http://dummyimage.com/183x100.png/ff4444/ffffff,2026-01-10
165,ACC,바다 호텔,부산광역시 진구 98번길,246,36.5,127.5,http://dummyimage.com/114x100.png/5fa2dd/ffffff,2025-05-18
166,ACC,편안한 리조트,부산광역시 진구 126번길,404,36.5,127.5,http://dummyimage.com/179x100.png/dddddd/000000,2025-07-12
167,REST,즐거운 식탁,서울특별시 마포구 77번길,434,36.5,127.5,http://dummyimage.com/109x100.png/cc0000/ffffff,2025-03-28
168,REST,즐거운 식탁,서울특별시 강남구 29번길,279,36.5,127.5,http://dummyimage.com/157x100.png/ff4444/ffffff,2025-02-03
169,ACC,상쾌한 호텔,서울특별시 마포구 89번길,199,36.5,127.5,http://dummyimage.com/247x100.png/cc0000/ffffff,2025-07-26
170,ACC,상쾌한 펜션,제주도 애월읍 132번길,84,33.381759,126.6317,http://dummyimage.com/178x100.png/5fa2dd/ffffff,2025-07-14
171,REST,즐거운 키친,제주도 제주시 68번길,149,33.289494,126.430837,http://dummyimage.com/217x100.png/5fa2dd/ffffff,2025-08-27
172,REST,맛있는 키친,서울특별시 종로구 13번길,428,36.5,127.5,http://dummyimage.com/118x100.png/cc0000/ffffff,2025-11-08
173,REST,푸른 맛집,제주도 애월읍 110번길,102,33.458897,126.427709,http://dummyimage.com/215x100.png/5fa2dd/ffffff,2025-06-14
174,ACC,편안한 민박,제주도 서귀포시 120번길,43,33.338661,126.605367,http://dummyimage.com/171x100.png/5fa2dd/ffffff,2025-02-11
175,REST,바다 키친,제주도 서귀포시 5번길,64,33.212481,126.802363,http://dummyimage.com/225x100.png/5fa2dd/ffffff,2025-06-04
176,FEST,즐거운 대잔치,강원도 강릉시 주문진 45번길,395,36.5,127.5,http://dummyimage.com/201x100.png/5fa2dd/ffffff,2026-02-13
177,REST,즐거운 테이블,제주도 서귀포시 136번길,159,33.202016,126.870507,http://dummyimage.com/219x100.png/ff4444/ffffff,2025-02-11
178,REST,즐거운 식탁,서울특별시 마포구 98번길,438,36.5,127.5,http://dummyimage.com/218x100.png/ff4444/ffffff,2025-10-15
179,REST,맛있는 키친,서울특별시 종로구 119번길,93,36.5,127.5,http://dummyimage.com/135x100.png/ff4444/ffffff,2025-11-27
180,REST,숨겨진 포차,강원도 강릉시 포남동 89번길,9,36.5,127.5,http://dummyimage.com/146x100.png/dddddd/000000,2025-06-26
181,ACC,바다 민박,서울특별시 마포구 5번길,423,36.5,127.5,http://dummyimage.com/101x100.png/dddddd/000000,2025-08-17
182,REST,숨겨진 테이블,서울특별시 종로구 1번길,386,36.5,127.5,http://dummyimage.com/122x100.png/5fa2dd/ffffff,2025-10-13
183,ACC,고즈넉한 펜션,제주도 애월읍 127번길,393,33.243072,126.781743,http://dummyimage.com/114x100.png/dddddd/000000,2025-05-07
184,FEST,즐거운 문화제,서울특별시 마포구 102번길,143,36.5,127.5,http://dummyimage.com/223x100.png/5fa2dd/ffffff,2026-02-14
185,REST,푸른 테이블,부산광역시 수영구 2번길,118,36.5,127.5,http://dummyimage.com/217x100.png/cc0000/ffffff,2025-02-21
186,FEST,신나는 페스티벌,제주도 제주시 96번길,386,33.34051,126.353443,http://dummyimage.com/243x100.png/dddddd/000000,2025-11-13
187,ACC,편안한 펜션,서울특별시 강남구 85번길,442,36.5,127.5,http://dummyimage.com/140x100.png/dddddd/000000,2025-10-19
188,REST,바다 키친,부산광역시 진구 108번길,49,36.5,127.5,http://dummyimage.com/101x100.png/ff4444/ffffff,2025-12-18
189,FEST,신나는 대잔치,부산광역시 수영구 73번길,204,36.5,127.5,http://dummyimage.com/140x100.png/dddddd/000000,2025-10-14
190,FEST,즐거운 대잔치,제주도 애월읍 137번길,179,33.305584,126.377937,http://dummyimage.com/197x100.png/5fa2dd/ffffff,2025-07-02
191,REST,즐거운 키친,부산광역시 해운대구 68번길,433,36.5,127.5,http://dummyimage.com/140x100.png/dddddd/000000,2025-03-04
192,REST,숨겨진 맛집,서울특별시 종로구 37번길,65,36.5,127.5,http://dummyimage.com/114x100.png/ff4444/ffffff,2025-03-14
193,REST,노을 포차,제주도 제주시 105번길,15,33.449359,126.682877,http://dummyimage.com/206x100.png/5fa2dd/ffffff,2025-05-29
194,REST,즐거운 포차,서울특별시 종로구 60번길,296,36.5,127.5,http://dummyimage.com/188x100.png/dddddd/000000,2025-03-06
195,ACC,상쾌한 펜션,서울특별시 강남구 148번길,297,36.5,127.5,http://dummyimage.com/215x100.png/cc0000/ffffff,2025-09-09
196,ACC,아늑한 펜션,서울특별시 종로구 11번길,107,36.5,127.5,http://dummyimage.com/102x100.png/dddddd/000000,2025-11-29
